"","C_No_Treatment","C_Treatment_A","C_Treatment_B","E_No_Treatment","E_Treatment_A","E_Treatment_B"
"286",102821.693881843,234153.945950606,222634.765242917,22.4856031000286,24.0090485600562,23.0165624595353
"287",118201.315431933,313740.119673587,291522.762464792,20.4243238132802,22.110059964569,20.9266128084378
"288",114352.548131722,295231.382450442,271862.865888755,20.7610568042736,22.4761309435129,21.6799874338117
"289",117475.258592028,284533.506644877,264317.845205447,21.0854283140027,22.8177466055919,21.6689648466988
"290",116993.370194703,285862.202824354,268879.550054588,21.5222373557814,23.2545646873381,22.2387613513432
"291",134671.296317408,302837.247720223,280737.760519449,20.4582534218896,22.5395271270156,21.2834220324963
"292",107561.54395381,316491.261595093,289810.238301176,20.2756019559111,21.9474517386267,21.0390916569246
"293",105934.923497434,259224.494103187,220089.399314319,21.7521375128872,23.3054348842864,22.631450782337
"294",124093.115025874,296454.572144281,257815.297747894,21.0622172899262,22.9728912485914,21.8279795667055
"295",109032.373120352,291767.213689948,264659.450964623,20.7524048583425,22.644633663086,21.5193282757155
"296",121669.375461095,318865.784955715,293758.823591612,19.659293119442,21.8885071440661,20.2282631750848
"297",117795.300775933,293393.028513626,264269.717829006,20.6224635450029,22.3387710413655,21.6620281658424
"298",127699.641608921,338752.235807421,306218.325938626,20.0369027536374,21.7188988303585,21.1149096058249
"299",110285.322202814,292647.669276343,275776.801769605,19.9485494899804,21.5378847501542,20.797072253894
"300",117837.224198267,307903.704946163,282639.698946601,20.4462820692543,22.4843613586853,21.0454702958194
"301",113648.699250287,316090.570856429,274240.432852894,20.0778501166949,22.1303306843182,21.0180716514749
"302",127470.255714329,337755.018191153,308884.640298747,19.9128743995378,21.7398443588263,20.7081406834133
"303",124437.586907693,306876.188746268,277959.355700592,20.5686397352139,22.5362595697266,21.3455584429024
"304",101099.090490401,223992.529561926,193450.484763397,23.0285635716347,24.4533403891155,23.8248179533934
"305",112847.83102945,269393.835911479,244893.41919432,21.786511569798,23.4710233563758,22.3355607921646
"306",120276.986329138,297856.488237058,285604.707768053,20.5400583368148,22.5565207243653,21.2230740397064
"307",109633.377907335,279359.421654998,264753.565609519,21.1750837764954,22.8146811644735,21.9766981033459
"308",124424.68890418,283163.081204378,267483.835964246,20.4306561771698,22.8784936692026,21.0886562013844
"309",105933.19552791,276042.658098068,272816.945918896,20.3388527982246,22.1151940425591,20.8868399386778
"310",118138.92520539,306649.067626748,271945.047566633,20.8332106959286,22.8065389811218,21.600400450449
"311",106933.766782209,234976.090359508,206273.8477701,22.6454489830382,24.015142153606,23.3426483548428
"312",109453.536005768,279492.623838889,259965.51592401,20.9836226739336,22.6132965735193,21.8726658679569
"313",111226.406409736,287872.298539357,271051.287120608,20.7608011078769,22.5147889122059,21.461822548987
"314",116762.46397833,270242.843830339,261049.059806074,21.1849428144272,22.874995927693,21.7303063666152
"315",111688.759910502,304802.140324612,266310.138354383,20.6161354969114,22.0741693381946,21.7132359028951
"316",113251.484446644,263656.958105379,238418.584680822,21.6812375796759,23.4965980663463,22.3464971053139
"317",117927.645130245,260564.863475676,243926.816312112,22.038164808859,23.5766916382289,22.638570169004
"318",100940.953341739,225879.540649488,216123.040445823,22.502477416044,24.007918438641,23.1551949216099
"319",98554.2683246233,235812.102991701,221207.714019207,22.4197577124997,23.8965981962139,22.9422445580989
"320",106842.128883922,271629.307732187,228478.798792477,21.782367586823,23.2243286076999,22.7375020389213
"321",107307.01559535,239504.426257394,214222.109910869,22.6955730454004,23.9696062345368,23.5019278441903
"322",105380.327186466,263608.476040705,238193.622509425,21.6332043815744,23.2404136700272,22.5153042279039
"323",120914.263068602,324469.125444604,280140.060950701,20.1307319578535,22.0302800766963,20.965950438342
"324",121462.618972468,316151.655030949,290982.005185638,20.7913663285942,22.6030911474042,21.4708945038401
"325",115105.390976706,293205.31720654,266982.424071624,20.9871706364555,22.6087764713459,21.8121027587441
"326",106033.11598182,292150.677780512,266201.939731635,20.877835549048,22.5791935652432,21.8476457785358
"327",124217.400917462,327540.525736878,281913.747641011,20.1252796513472,22.1915958926425,21.063204670529
"328",118074.270912155,297221.7356715,274007.758341923,20.5915202350522,22.408721139573,21.3216708854755
"329",105517.508713381,254713.725848283,233823.421761555,21.8340092711339,23.5028246450254,22.4800303203067
"330",104909.28823996,259132.016914069,229999.611074254,21.9323753119017,23.3114036608074,22.8537030963968
"331",103427.850542837,293001.316873058,252487.517255979,21.5016465227398,23.0607615453634,22.4345263437709
"332",125642.303586598,310179.464356975,276227.252145103,20.8783213413791,22.841434604432,21.5421572947099
"333",116520.36537655,314767.888375657,284890.206849065,20.2159207659184,21.9284690395104,21.0417406019511
"334",131594.695117358,356485.375888801,306684.423699365,18.9479104866062,20.9822251841732,19.980271748141
"335",113912.905303413,304654.13911707,279156.175817784,20.4158769697891,22.0826879078317,21.2675703523004
"336",121275.853813504,287852.895800796,266333.73417233,20.9956978052298,22.8261982499038,21.7220395301125
"337",128256.077799547,311453.674985382,296856.122239276,20.2399714328063,22.1589579458642,20.9830714413732
"338",115275.318064343,288339.505804936,256749.21429472,20.8382255654114,22.7831760448898,21.7564142147799
"339",114255.44246987,263783.341684391,233970.158613456,21.385607856221,23.044053328294,22.4204201966019
"340",114619.465557396,279566.397297809,261841.023218223,21.1730087915967,22.866110277487,22.0469738873417
"341",119879.276727438,267787.502265818,247997.85194097,21.1452233901338,23.0496071127898,22.050596221133
"342",129868.096654849,320410.69836069,313610.395761482,19.6117528840897,21.6763658732569,20.1965125351704
"343",130078.999432745,351923.370526076,339284.426672138,19.5396968961562,21.4369292268553,20.0944992469042
"344",122526.97830963,316037.673394291,268338.001491729,20.4484415555042,22.3831482325088,21.4081033743463
"345",122077.161314416,317422.76693477,297439.534642964,20.9709420556727,22.8232024361753,21.5639678847662
"346",107926.951297361,280646.610500336,267162.417070888,20.8021431359063,22.6367634658323,21.2464593811129
"347",111188.690657376,314169.666942481,285020.443114174,20.0299770865736,21.7772157408572,20.9249692583567
"348",122288.737154608,318617.245630569,294008.228613715,20.3067839272266,22.0073955909002,21.0568518535619
"349",124745.162478746,336432.458909043,313759.872071867,20.0352054366101,21.7734523056238,20.7168673210088
"350",106060.321092203,256505.906437027,230156.445327755,22.1054023684906,23.963253653258,22.6608061136992
"351",132383.607252832,332952.992651708,321341.095205705,19.8333911497471,21.7063501393188,20.5555523252771
"352",113838.789193846,253183.93065992,244242.064936578,22.0537798732872,23.9158889054578,22.5080910410614
"353",101187.609565903,234670.497288007,201103.814441494,22.6374561387429,23.9414439834546,23.6103993704874
"354",121981.247765813,276344.121615845,239647.572201914,21.2131713010482,23.219646299429,21.9542436970737
"355",123708.351555455,313141.693211742,273868.987759029,20.3082588884439,22.3084701183941,21.1833072525301
"356",117098.905903351,280082.076780249,262297.022197438,21.3908773727087,23.1744000855869,21.9894393169699
"357",110030.611687862,287301.630055203,246606.258102649,21.1075039100676,22.6613862441148,22.0824408107292
"358",105811.725410255,267914.04812017,230454.333286209,21.5841220476783,23.3296908292875,22.3609073861446
"359",115777.088065804,297135.173584003,265729.809839048,20.5797173539729,22.3004157479755,21.3715406000408
"360",114817.095979131,308177.047489921,289641.382400813,20.6619895470979,22.4441941972878,21.3430487978984
"361",107380.14529165,275369.533302893,242631.690548664,21.6275734925912,23.104057223635,22.4073355490703
"362",120821.876354112,319094.292411866,285683.351766737,19.7303042024536,21.8978469679711,20.5122316390014
"363",115080.682292448,286953.23446313,267313.064268708,21.2287643454652,23.2619968146207,21.827302713178
"364",119383.539647087,276337.336098206,264589.528051838,20.7773519954379,22.601667544214,21.2763794383735
"365",101738.931559736,237284.723728123,213478.215942369,22.289152097686,23.7750885950399,23.0898684759072
"366",114729.019807671,286772.996248502,246550.254207217,21.4097184137886,22.879350695767,22.4559650726419
"367",114413.31927701,274746.395835982,237593.961430545,21.6487216235629,23.021642165497,22.8583481293965
"368",122038.362996956,324169.985948196,289047.925160247,20.4325320897017,22.3948395224572,21.2780026219035
"369",108539.454966187,270704.92630582,230074.0751701,21.7142380378466,23.3284557257237,22.7712264348676
"370",123360.280476287,300290.077932762,288086.012810159,20.2429522855986,22.2743793522853,20.9568308450674
"371",108863.458520099,240271.714761196,234996.691865073,21.7375069592136,23.4317309353111,22.3314041467079
"372",106555.351735105,261697.913608763,251583.183929366,21.3666284451195,22.9377752224208,22.2137993409047
"373",114319.473683368,316712.440191142,281334.585020138,19.917418545571,21.6542267318151,20.8651768282003
"374",142544.535345304,352791.460193954,329628.455751093,20.2380282013237,22.2575141980402,20.9539940968351
"375",108295.485810852,272709.717175296,241536.105722589,21.2271251650371,22.8564754075701,22.0028763499996
"376",131233.469218773,325358.196038795,291402.804827403,20.0999613372476,22.3919356613873,20.8176615076614
"377",114274.258206217,267101.323195669,239885.633846176,22.1994291092226,23.8398963719926,22.8722590475733
"378",117152.395715037,299140.393560221,267344.592050936,20.1877189995418,22.1516333430624,21.1740380014779
"379",119398.899330052,313026.3522896,285009.737546525,20.1708800179999,22.1073819306402,21.0376414947742
"380",112675.722045367,267715.116243508,226591.785763012,21.5195190408746,23.2643643072666,22.5677184274214
"381",103739.112636244,274565.205785834,238874.187987039,21.3991540189314,22.9807239705206,22.3239851039739
"382",108535.564742402,277116.27041288,254089.052305712,21.678657453373,23.2891447181414,22.2874509105681
"383",130238.930040052,307742.658321217,273267.030940701,20.8626205269723,23.0943966767488,21.505344961386
"384",117074.621877702,295481.912337709,272952.404436566,20.4898432207847,22.1834389385371,21.2598328649967
"385",117273.930678272,309311.456062052,273301.94713236,20.3482571097018,21.9638858306556,21.171792043471
"386",119914.231530235,317389.448297888,297485.41817669,20.6663044800286,22.3780407670356,21.1472264564486
"387",106005.505909052,295295.816411058,272262.487629249,20.2511893378593,22.0310399948888,20.9598046887227
"388",121324.012844753,309390.396005415,289571.423238944,20.4236334883249,22.1749983320809,20.996860233597
"389",138458.936408201,325144.595340672,309222.135666313,20.1395011253882,22.394879409662,20.8303561602373
"390",111380.775768137,292488.278236032,289836.047755029,20.8153850851338,22.4105176138758,21.2445830277862
"391",114522.150478977,286577.910364318,278906.43488541,20.7633068951129,22.4578928337301,21.4076749022115
"392",103987.761945653,235755.823682868,208304.361755108,22.6310447895128,24.2160058250545,23.3894414703174
"393",92032.5911795237,244498.062731165,225776.392515621,21.4281000459718,22.9672043712507,22.2997456064211
"394",119534.431705826,289716.544229498,263551.48840232,20.7202823790456,22.6514490632185,21.469237965083
"395",118669.717707926,283826.667577607,257381.967454924,21.18195989249,22.8403946485594,22.1606023984009
"396",119670.711365132,293671.631695006,263835.978913297,21.2614852318926,22.7934059052412,22.0739407370181
"397",117866.82929823,277391.631878575,257540.548913418,21.8298226361024,23.5678360427301,22.418378804592
"398",118337.304303507,273798.036926624,239288.331240537,20.9702018223613,22.7684823813663,21.9322257730852
"399",132271.589514608,352388.554887541,301456.817040971,19.4864440741303,21.4718751910395,20.4273962088666
"400",119894.710985131,289018.265324846,268050.018756448,20.6490596636761,22.4363813828594,21.1926941463938
"401",120348.895721726,315959.996364878,289378.149698124,20.1443619620487,21.8743941974413,20.9578176131591
"402",120215.436825252,260656.5671128,251613.86956063,21.8026970456389,23.3369476162784,22.2903937581511
"403",110544.437127316,263663.432432406,235085.955909564,21.3014535584475,23.0936517536003,22.0367201887055
"404",128726.437270602,281857.503945591,251851.937275215,20.9785444268397,22.7822107174666,21.9251037519591
"405",109058.178065256,279911.336794027,257438.450159938,21.2796597357688,22.573678998061,21.9515425651987
"406",112752.390545306,291481.439722317,268174.090315294,20.7047853935596,22.4477628935901,21.5420717277835
"407",122172.31031058,297320.620577671,267509.455177392,21.4735047517045,23.1279544010353,22.2181721968128
"408",113913.519206013,269547.828170635,218540.14986617,21.6141109185386,23.0525913458769,22.7223534807983
"409",110419.497463453,283448.775260241,255713.157277344,20.9205541993264,22.8222807521777,21.7297249852668
"410",107535.380949631,262485.037875236,229786.508531214,22.0456515060022,23.4395658723642,22.834063116891
"411",114734.511885435,315743.671124283,291171.68209434,20.7610279954027,22.4650620718107,21.3367683904531
"412",105510.654411944,225900.394084447,198128.722598571,23.3818348876689,24.574832392303,24.1513320293601
"413",107507.950543646,289842.301789734,257959.773150539,21.1265329400983,22.8774237686856,22.0861647801304
"414",114694.979800977,303352.60631449,263531.333611321,20.7640561071859,22.512895729668,21.6054353381605
"415",104605.175827965,273196.457827741,245330.758278281,21.5890609196975,23.2579992260122,22.2554692718156
"416",115852.443916075,302718.487465286,253593.335814541,21.7634402253498,23.4400044125925,22.4724299734478
"417",119112.186552725,303062.493080786,276579.888580404,20.6965741546882,22.5414572833158,21.5385712320627
"418",110969.600504511,315013.486440797,305310.593941409,19.9117428935254,21.4996180702361,20.691195972781
"419",110935.341408263,270748.79704424,249382.820042886,21.117844479002,22.9267536784928,21.9045621423707
"420",106431.183391,269763.340269467,232598.442304566,21.4848956768433,22.9403597558817,22.3213543298255
"421",111416.685073944,305937.399830979,284878.693471038,20.6873289166144,22.6691989125,21.276176408158
"422",124782.721477838,308049.755418343,280893.325269978,20.6559712862232,22.4420860330996,21.4099582758331
"423",115044.190077798,280689.15097673,258702.108945651,21.881977980217,23.3295774249036,22.597514357091
"424",103039.78151042,235409.190236422,188493.541300201,22.2207425480865,23.7753990767132,23.2814419421162
"425",119955.351121383,325835.626779889,285117.359354587,20.1979355028008,22.0498453727125,21.1559620904616
"426",127587.526600834,317739.166431425,309250.309559073,20.158586883511,22.2191159595849,20.3626892198839
"427",121898.515157558,334912.190917043,305225.633193305,20.8289944139392,22.4894950823785,21.5639324086631
"428",99574.7096970207,227715.247023672,195085.159242234,22.7265816919348,23.9660278722874,23.5967481740972
"429",125059.929138847,342101.971555057,307351.046811322,19.6807192204434,21.6781293601451,20.4279061242158
"430",104631.747433706,225178.71628035,196770.67989863,22.7954333930429,24.1871970068226,23.5832860316174
"431",116597.637223033,293668.409840347,280250.468753314,20.3435538368645,22.3571244003948,21.023139057921
"432",117031.297505122,263011.173684221,243778.928031689,21.4047069152584,23.1939584495279,22.362426101444
"433",110155.734618584,276170.71145731,262617.799376387,21.9173550792994,23.4384793467749,22.4460386315515
"434",119513.702282931,303378.175485978,286033.623406753,20.2498685293603,22.1387055677789,21.109899017761
"435",114502.143365882,262838.008486152,237941.54590324,21.7371697756757,23.5053375101456,22.6411714805827
"436",129291.283590243,313652.894156002,298957.869097103,20.5049706107766,22.8573621900136,21.1330893714287
"437",109342.475400185,291615.334308859,255794.837810981,20.7934143111238,22.3547415702395,21.7239570708512
"438",115966.375428219,303066.668439116,270851.442662386,20.6358113732562,22.2042130809036,21.6793745900812
"439",104667.409607088,245626.618654117,220563.647892277,22.2598081628799,23.7781678990565,22.9105458613925
"440",117060.014475707,290931.035399098,253968.515599084,21.2003970228379,22.7276887704943,22.2434726454185
"441",112445.982501641,295992.649181414,260575.366948584,20.7123821220337,22.6121674487733,21.6118088416341
"442",115840.381523399,287512.139169627,249553.188736063,20.1836834281145,22.296702582371,21.0822597648497
"443",117607.358091296,301824.42570273,270041.010131873,20.6770901614677,22.2898832425558,21.3441981806166
"444",106949.24879969,299101.726278109,260888.395667038,20.8613329159278,22.7794337949918,21.5037440363829
"445",109368.715375549,280973.626448696,254777.255045121,20.576305961648,22.5508204985213,21.5266625745818
"446",127898.714626167,356011.080484998,317896.18217603,19.4538881841895,21.3880666886868,20.1707505346824
"447",110378.793346524,288237.429651422,273984.421085446,20.5170541131717,22.3129460803606,21.2990361342209
"448",101466.311557801,242164.222606048,222769.242401069,22.0155293240352,23.5567443432453,22.6052784843219
"449",92443.0536023464,200758.461099453,173432.493975571,23.3232103329948,24.5412766183453,24.017813203812
"450",118197.441308873,278052.136836721,252163.241251399,21.5083439596629,23.5795689271907,22.1528183233623
"451",114179.818012104,296149.449199176,281509.67129865,20.7912950418454,22.54815472965,21.3378661740009
"452",113206.268644605,262681.750439502,228248.169126003,21.4015715048268,23.2544127473303,22.2389502002844
"453",118297.563841605,296994.292080059,277500.284955581,20.689844193208,22.3112573270049,21.4672276512662
"454",122033.434631426,320631.973475042,290101.708761848,20.1707366596762,22.0091545756904,20.9119806561488
"455",110375.596143629,267865.019072926,233417.546673685,21.5264983773599,23.1841176807283,22.3115479855839
"456",108821.390364381,303698.016374489,272150.355212368,20.253971884954,21.9543241823032,21.1642619580677
"457",133736.65646576,322264.495948863,293707.067455795,19.9615201834415,22.0055070120038,20.8044660693298
"458",123376.40471335,303865.315770643,278214.298981185,20.6715689133841,22.5474116019583,21.5498250135032
"459",106878.92489483,273722.87403389,242638.280189881,21.7657745125203,23.1410950339415,22.6501754714588
"460",126091.197981252,345688.22307315,314785.493504963,20.3864195511478,22.0964261785794,21.157070821997
"461",109327.644354082,244764.576215502,220022.313832282,21.9601857201933,23.6942708590125,22.8695741615683
"462",107099.89155584,292071.113119703,265197.95470908,21.0692088629405,22.7599025605674,21.9226901795921
"463",110921.594987254,282826.096211504,247800.201655355,21.42074003674,22.9078552675192,22.3615943260301
"464",107845.295183692,261129.482622901,234534.215483252,21.2619563612761,22.7818358526805,22.3959158716115
"465",114773.008157121,305851.172531039,273640.109646033,20.4923045662205,22.0768741094275,21.45695119571
"466",105807.667161552,256659.533233176,230014.896143022,22.0011896634363,23.2925349537777,22.8012471859521
"467",102299.406238375,250958.255482084,237985.065538079,22.3385899774548,23.9267030946,22.8598429246983
"468",116472.63938998,283648.111905967,261446.87552908,20.8406742033909,22.9781251465383,21.4792156402352
"469",117462.271187369,282982.355912046,251681.713904499,21.1054774132183,22.8941683879762,22.0028471856696
"470",122867.123671781,282774.568456617,249324.045040104,21.4387975101045,23.2297604817436,22.2019085488744
"471",118959.887243958,303929.281615866,267316.152664193,20.4438803050151,22.6903616916174,21.123065657973
"472",119167.820251674,289191.100410974,274718.953108242,20.2464156774259,22.3348408802865,20.9912081236664
"473",120608.320315895,272097.802591208,265908.353422488,21.3459340467438,23.2169627522463,21.9493970497075
"474",110219.728745686,268335.712741214,227007.118773426,21.2591107796073,23.1117930836006,22.0296150850417
"475",104687.551776159,245483.844946921,214455.651395772,22.5652288568014,24.0673239496008,23.0581541824869
"476",112163.521379837,264725.99782789,226320.517269588,21.1981660640579,22.8587602380202,22.311778101073
"477",105011.997600524,255438.010253571,239893.346207495,21.6297924681203,23.2832241411209,22.1828575066672
"478",123501.119876964,298026.396242467,267200.787788828,21.2540161562391,23.1275598392116,22.0063215070181
"479",107578.671295254,268076.872410432,256761.482999865,21.2634373930401,22.9444146301179,21.8438900207269
"480",117325.715166387,281743.149842622,260335.623844399,20.8933940829507,22.7814524580771,21.8223682303245
"481",114703.750478958,239085.003107052,213948.276198143,23.0670114688445,24.7665308685392,23.5726408216339
"482",123186.991227752,292486.381698,277145.755587834,21.0223796993759,22.9174613277741,21.6740745791113
"483",112629.249407444,260186.942890369,231624.155262378,21.2963958974256,23.0974518184395,22.167369867577
"484",111813.69931091,296300.347771444,276992.954391761,20.8082167454037,22.5100089013618,21.6003288754728
"485",116042.825531744,288456.16275915,259193.978597015,21.1174552964432,22.7189279627256,21.741741203017
"486",99587.0859595483,243339.570484237,224715.50715213,21.9124465420098,23.5644691837048,22.6975551658331
"487",114167.714920792,328538.529030869,312087.69043728,19.6631704443766,21.4433618960068,20.4371150855809
"488",111382.966728852,268993.232055323,241707.437616978,21.8321849244365,23.340571084868,22.738915709241
"489",123864.923724905,300775.290055152,291467.717813498,20.9763360094882,23.0551717794349,21.663732819021
"490",126204.766787844,314365.724731231,282913.979292784,20.9057392549499,22.7195934335739,21.6915215014233
"491",127919.449522197,325511.003361387,300175.815704254,19.8874818768789,22.0188887620152,20.7298095138737
"492",100379.789640179,249668.28757717,222620.181523357,21.7698156468045,23.3648640910222,22.4897104616333
"493",116393.418231234,294145.696328073,258004.463097505,20.4348345637128,22.2903627816889,21.3378121050073
"494",119203.821231948,270406.588523409,250136.193941608,21.5488261060889,23.4216227259523,22.2173661390016
"495",102637.284028446,257471.786410955,222299.329309334,21.282692195724,23.1014457947039,22.1917620682518
"496",122585.727193075,289743.052004507,270801.94417838,21.2956380594915,23.2241980856988,21.8162783951088
"497",116075.845349729,291903.712726572,282563.033837842,21.1486701668508,22.9725771850947,21.6415315828985
"498",110568.805785484,277418.168407282,265104.188499858,20.6716732499403,22.5976357197182,21.2339148147578
"499",125588.162369103,315636.382619453,292065.181813615,20.7211405862766,22.5062915775676,21.3609056284278
"500",116009.917262159,283148.446747944,263077.413336408,21.2151124635259,23.1011570412743,21.9862531959914
"501",124201.216843063,341225.841198271,292301.270931562,19.8113930033903,21.7108150023812,20.7798633532255
"502",111312.416316003,261014.262671192,232247.057991133,21.7586192966571,23.3179639506903,22.5591202874691
"503",104522.965507359,240292.055657277,210872.600572388,22.4379067166753,23.8856015886124,23.3332929216796
"504",118596.778285803,271642.531282138,244976.308592115,20.8055024208976,22.6212794026986,21.8397737170919
"505",118004.826833382,278145.53311229,246546.813957294,21.2515348636831,23.1756167945237,22.0513714238772
"506",121311.745689159,300043.010527614,277130.269459119,20.1031078734117,22.1299742884862,20.9710856315649
"507",115698.809961306,289502.576313386,259856.317626892,21.4120598972968,22.7388445726572,22.1980370083369
"508",102153.994574234,253975.205807918,235327.911265445,22.1077160146397,23.628633761429,22.6843378385102
"509",111168.120782283,296425.662834902,263678.934854124,20.4162747265857,22.1079838953681,21.4592381895962
"510",131846.693118299,322441.983594503,314464.851269129,19.9698670625877,21.5820687704957,20.6626851169001
"511",111848.280403538,296688.537575835,268569.718613147,20.4123305946245,22.4053914765644,21.1005301843447
"512",111538.814103698,269970.658950966,251622.544991554,21.6116786039213,23.5388513168342,22.2375714711214
"513",111007.526433831,284298.138845024,264731.706221268,20.5456648935268,22.5033817817351,21.3531490656711
"514",116125.264618251,243593.19735618,231588.480707527,22.125030092775,23.8137118123761,22.8604208965527
"515",117869.036489684,283196.165739025,261627.645960731,21.4410665471577,23.1762619323709,22.0422644629814
"516",114674.509816213,343485.010188073,299540.343154062,19.5926696911089,21.2284665029159,20.4608518429341
"517",107246.682501326,287177.930623423,239000.611802529,21.2210747569339,22.8135861182091,22.2076425323927
"518",119733.961629526,278949.244188911,251458.856572914,21.0430674466867,22.9862621093352,21.9055178662251
"519",119888.561436565,308070.833179825,294241.567295262,19.5210420364791,21.5406384335732,20.3820743852298
"520",113121.701863512,262789.523699859,229310.607627053,22.3852383576526,23.8091321993517,23.2141463897255
"521",131212.630074187,306013.19923709,269919.927418386,21.3463231655833,23.0520323399036,22.1300734172369
"522",118699.406634497,276949.035672064,241406.456405915,21.5026541409357,23.0822576551672,22.2703539280737
"523",101304.069601544,279092.824495938,260314.181215414,21.2239527026393,22.6993708423547,22.0551206685405
"524",126595.359389507,276862.539101649,232554.227126699,22.4260801919042,24.0134396149273,23.2427014899048
"525",111722.934103618,297586.677038985,269156.558450892,20.6679014413966,22.3675019807143,21.3091008430649
"526",111046.821969887,289635.152059968,253315.719072794,21.1321724917264,22.8522877861067,22.0280058938316
"527",106783.04086159,274576.577130593,258683.038698535,21.3800713373124,22.974300217796,22.0265763972806
"528",108656.060250022,273894.624506984,254200.249763631,21.2969879271174,22.7821537409401,21.9753416759222
"529",114385.19178137,301724.01441041,274650.719509297,20.6022788207266,22.2925624129818,21.3638188057817
"530",92112.9630906238,200694.276057103,180953.447922858,23.602717532741,24.7232390202383,24.3194816480214
"531",107832.502486901,245301.907507082,222978.323704048,22.2005704219277,23.8866080143411,22.8758556265957
"532",118809.971319899,323695.620657762,287137.833529102,20.3949238608711,22.1000374424743,21.3481770104813
"533",120524.584295549,296362.514568437,277967.998864019,21.1419653954721,22.9900725885846,21.807929244175
"534",110027.590345856,267641.160562104,237999.830227376,21.3419050334092,22.9858401996753,22.347058102332
"535",133967.829245893,317275.186980555,281707.914123001,20.1742853566187,22.2764140483513,21.3095858733712
"536",104673.056589245,274007.444063146,247492.008695164,20.2660878993376,21.8766625206179,21.0605050404428
"537",116938.908367143,293400.834745426,268599.553971695,21.0221009049125,23.0262992197757,21.7536323166553
"538",112496.752978788,262388.12281518,238596.955920568,22.0259658491329,23.7922268241874,22.7635248776401
"539",110843.454182703,285560.043382618,263171.343301479,20.3808717785059,22.0616888094706,21.3572838170212
"540",100393.571132223,235289.913115673,220104.41742682,22.5466874747838,23.9288325369784,23.1967686094932
"541",120238.462432485,303520.557961334,296674.284046325,20.6929011322668,22.5712500039633,21.2386236116401
"542",119559.354447898,303830.277413393,276629.678463361,20.5793889750845,22.2541824374802,21.3324269196146
"543",103672.387938543,257430.398259256,228854.72039973,21.9733795385832,23.3195482520943,22.7608259089589
"544",101293.195273896,267673.791940934,241655.089529769,21.334354518892,22.938053913215,22.1458445044648
"545",121034.784916256,282155.927805871,252344.455390281,21.559859460385,23.2802217570493,22.1597636789552
"546",109090.110033549,277383.133659169,246846.335056555,21.7975982276619,23.4133697988123,22.4291383483788
"547",111458.304419295,286701.322825737,259875.47497084,21.4920707883448,22.8943353301144,22.3706725930388
"548",109431.021780479,285547.254455707,251750.199832732,20.3632876457783,22.226521557717,21.4666786715045
"549",98768.0466276412,227229.111278557,198728.528382059,23.3048090434685,24.4025465238503,23.9730381553039
"550",106385.162739992,291431.153529839,277029.704025806,20.6814108944362,22.334990839964,21.4131442125252
"551",116055.653601129,296532.567356048,270722.118891936,21.0822230209566,22.9355120069655,21.5443554967087
"552",118210.317021087,299403.672917147,281769.316018159,20.2641590811208,22.1855259722875,21.1093951287432
"553",105456.765855242,267208.701569194,248688.651342443,22.1677467157111,23.4734927473363,22.6824362959759
"554",102286.302460535,250434.508324548,242206.40382873,22.0386308798615,23.6423064589283,22.4519393791254
"555",102481.902351179,271130.978941134,243987.917510366,20.9111699101445,22.8060427723661,21.7118122635819
"556",113885.19503749,280093.23159023,251593.703170994,21.5255894069843,23.3737486888567,22.2854904683966
"557",131182.608115085,342480.18556574,309744.242777065,20.7265691613555,22.4480308770375,21.3872749875997
"558",112634.491463471,265111.478467909,238051.837861253,21.4762771330174,23.0680487325274,22.4136132928238
"559",109781.229868292,306405.839982385,289639.510500103,20.3384656505921,22.0225353661862,21.133851965335
"560",115538.321547037,290231.178817601,261374.470838094,21.6092814577333,23.1109306375911,22.2622851189858
"561",118454.398147455,295855.406433844,277948.375707486,20.7794770471396,22.3609565102951,21.6356670747254
"562",108834.802972999,275488.061158635,237795.494178765,21.5414430558564,23.0323466637137,22.4827703191171
"563",105835.1937303,284724.637412399,260232.116904596,20.6110659754246,22.2475457411119,21.5348632549568
"564",109607.077863333,261684.513979111,255031.705611398,21.6029181002758,23.262164897146,22.3136165288623
"565",117295.468497484,292667.142279577,275614.502962868,20.8274532770171,22.567410157768,21.5720648518839
"566",115980.456016894,287120.678274393,254856.248688357,21.6930762616081,23.2494857694509,22.5679842830714
"567",107919.721892613,264240.398456998,229603.431259888,22.0199939759983,23.5390283815914,23.0394179426566
"568",111189.651236048,272505.670355404,236263.275177318,21.5384828946854,23.0910577227725,22.3649203101428
"569",112702.082749659,268353.089613813,239059.001113887,21.6003604085438,23.4118420976952,22.6281065716761
"570",112410.052924257,272762.816232109,241874.679139543,21.6954661663412,23.4896708292342,22.4952241575486
"571",128685.825441408,338803.816735103,320414.400619679,19.4326785281862,21.3830758867678,20.1851396809885
"572",105423.316025818,250857.394681847,226853.637699434,22.4295352964713,23.756055669433,23.3019305810317
"573",118492.497927018,300930.973442195,274763.988499174,20.754941067929,22.3274204842113,21.7756448349189
"574",122106.245508586,271236.482182434,254307.241477182,21.1485760230543,23.3199209334973,21.8118892459798
"575",108352.835523581,268888.319027385,231017.057514262,21.1159206903136,22.7538325624786,22.0149927282712
"576",112380.446756465,278598.671500415,239839.291221434,21.7542588094035,23.5143830622266,22.6569532263051
"577",125787.707413996,311067.136104196,305099.761550288,20.4192632633949,22.2721758446814,21.0914178040978
